Hãng,Dòng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Dung tích,Số chỗ,Giá (triệu)
toyota,fortuner,2022,Xe đã dùng,41000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.4,7.0,1015
toyota,camry,2010,Xe đã dùng,90000.0,Trong nước,Sedan,Số tự động,Xăng,2.4,5.0,365
mercedes benz,cclass,2022,Xe đã dùng,5000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,1580
daewoo,lacetti,2009,Xe đã dùng,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.6,5.0,186
toyota,alphard,2021,Xe đã dùng,37000.0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,3.5,7.0,3850
honda,crv,2016,Xe đã dùng,55000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,5.0,595
bentley,bentayga,2021,Xe đã dùng,4000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,4.0,5.0,15800
vinfast,vf5,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Điện,0.0,5.0,458
hyundai,creta,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,614
mitsubishi,jolie,2004,Xe đã dùng,128618.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,135
hyundai,sonata,2010,Xe đã dùng,151236.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,305
mercedes benz,glb,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,2849
lexus,lx,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.4,7.0,9100
lexus,rx,2010,Xe đã dùng,35000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,5.0,850
suzuki,swift,2019,Xe đã dùng,30000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.2,5.0,439
mazda,cx5,2017,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,555
kia,morning,2017,Xe đã dùng,57000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,285
mercedes benz,cclass,2008,Xe đã dùng,100000.0,Trong nước,Sedan,Số tự động,Xăng,1.8,5.0,300
toyota,fortuner,2018,Xe đã dùng,56000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.7,7.0,750
hyundai,elantra,2013,Xe đã dùng,76000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.8,5.0,335
vinfast,luxa,2022,Xe đã dùng,9000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,620
kia,morning,2016,Xe đã dùng,120000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,250
toyota,hiace,2009,Xe đã dùng,234567.0,Trong nước,Van/Minivan,Số tay,Dầu,2.5,16.0,270
ford,everest,2019,Xe đã dùng,56000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,760
mitsubishi,xpander,2019,Xe đã dùng,48000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,490
toyota,fortuner,2013,Xe đã dùng,96000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.7,7.0,436
mitsubishi,xpandercross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,625
kia,carnival,2022,Xe đã dùng,20000.0,Trong nước,Van/Minivan,Số tự động,Xăng,3.5,7.0,1530
vinfast,luxsa,2021,Xe đã dùng,45000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,830
honda,city,2021,Xe đã dùng,2000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,499
mercedes benz,glc,2020,Xe đã dùng,65000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1595
mazda,cx5,2022,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,695
hyundai,tucson,2018,Xe đã dùng,74000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,625
toyota,vios,2022,Xe đã dùng,0.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,425
mitsubishi,xpander,2020,Xe đã dùng,41000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,1.5,7.0,460
toyota,vios,2020,Xe đã dùng,80000.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,390
maserati,ghibli,2018,Xe đã dùng,12000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,3990
mitsubishi,xpander,2022,Xe đã dùng,22000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,605
kia,sedona,2021,Xe đã dùng,35000.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,7.0,955
hyundai,creta,2022,Xe đã dùng,20000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,620
ford,focus,2009,Xe đã dùng,0.0,Trong nước,Hatchback,Số tự động,Xăng,1.8,5.0,240
vinfast,fadil,2021,Xe đã dùng,17000.0,Trong nước,Hatchback,Số tự động,Xăng,1.4,5.0,320
mitsubishi,xpandercross,2021,Xe đã dùng,3000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,585
toyota,camry,2018,Xe đã dùng,53000.0,Trong nước,Sedan,Số tự động,Xăng,2.5,5.0,755
hyundai,tucson,2010,Xe đã dùng,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,339
hyundai,i10,2018,Xe đã dùng,95000.0,Trong nước,Sedan,Số tay,Xăng,1.2,5.0,275
ford,focus,2017,Xe đã dùng,67500.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,385
suzuki,swift,2017,Xe đã dùng,0.0,Trong nước,Hatchback,Số tự động,Xăng,1.4,5.0,375
nissan,sunny,2015,Xe đã dùng,118869.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,275
hyundai,tucson,2009,Xe đã dùng,13700.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,5.0,385
mazda,6,2017,Xe đã dùng,0.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,525
landrover,rangerover,2014,Xe đã dùng,62764.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,5.0,1990
hyundai,i10,2020,Xe đã dùng,40000.0,Trong nước,Hatchback,Số tay,Xăng,1.2,5.0,289
mercedes benz,eclass,2017,Xe đã dùng,40000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,1480
mercedes benz,glc,2021,Xe đã dùng,36000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1639
ford,ranger,2017,Xe đã dùng,50000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,3.2,5.0,580
lexus,es,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,2620
volkswagen,tiguan,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,1499
mercedes benz,sclass,2018,Xe đã dùng,60000.0,Trong nước,Sedan,Số tự động,Xăng,3.0,5.0,2300
porsche,macan,2015,Xe đã dùng,80000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1699
mercedes benz,cclass,2022,Xe đã dùng,77000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,1149
hyundai,accent,2022,Xe đã dùng,31000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,458
mercedes benz,eclass,2021,Xe đã dùng,24000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,2239
nissan,navara,2019,Xe đã dùng,16000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,490
lexus,rx,2015,Xe đã dùng,59000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,5.0,1490
honda,crv,2009,Xe đã dùng,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,319
kia,k3,2015,Xe đã dùng,100000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,420
mazda,cx5,2021,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,755
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,667
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,900
nissan,sunny,2019,Xe đã dùng,38000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,360
hyundai,tucson,2016,Xe đã dùng,70000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,610
mercedes benz,maybach,2016,Xe đã dùng,86000.0,Nhập khẩu,Sedan,Số tự động,Xăng,6.0,4.0,3850
kia,soluto,2020,Xe đã dùng,33000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,365
mazda,cx5,2018,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,5.0,649
bmw,4,2022,Xe mới,0.0,Nhập khẩu,Coupe,Số tự động,Xăng,2.0,4.0,2629
toyota,vios,2023,Xe mới,0.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,479
mercedes benz,glc,2022,Xe đã dùng,6000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,2050
toyota,landcruiser,2023,Xe đã dùng,800.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.4,7.0,4750
bmw,3,2022,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,1674
suzuki,xl7,2021,Xe đã dùng,48000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,515
mitsubishi,triton,2020,Xe đã dùng,40000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.4,5.0,420
mazda,6,2016,Xe đã dùng,0.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,459
hyundai,kona,2019,Xe đã dùng,60000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,500
toyota,zace,2003,Xe đã dùng,165000.0,Trong nước,SUV /Crossover,Số tay,Xăng,1.8,8.0,155
mercedes benz,glc,2021,Xe đã dùng,27555.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1929
audi,q7,2008,Xe đã dùng,140000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.6,7.0,395
volkswagen,touareg,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,3099
ford,everest,2023,Xe đã dùng,6000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,1468
mitsubishi,grunder,2010,Xe đã dùng,89000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.4,5.0,335
mazda,3,2017,Xe đã dùng,68000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,445
hyundai,creta,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,643
ford,everest,2015,Xe đã dùng,100000.0,Trong nước,SUV /Crossover,Số tay,Dầu,2.5,7.0,375
mercedes benz,eclass,2014,Xe đã dùng,0.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,650
ford,f150,2017,Xe đã dùng,78000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xăng,3.5,5.0,3399
jeep,wrangler,2021,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,4088
kia,rio,2017,Xe đã dùng,17000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.4,5.0,356
hyundai,accent,2022,Xe đã dùng,31000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,450
toyota,vios,2021,Xe đã dùng,30000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,490
kia,carnival,2022,Xe đã dùng,4000.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,8.0,1199
mitsubishi,xpander,2020,Xe đã dùng,6000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,519
hyundai,creta,2022,Xe đã dùng,18000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,685
honda,crv,2023,Xe đã dùng,6000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,7.0,955
hyundai,accent,2022,Xe đã dùng,30000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,455
porsche,911,2022,Xe đã dùng,7000.0,Nhập khẩu,Coupe,Số tự động,Xăng,4.0,2.0,16500
kia,cerato,2020,Xe đã dùng,50000.0,Trong nước,Sedan,Số tay,Xăng,1.6,5.0,425
ford,territory,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,909
vinfast,luxsa,2021,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,715
hyundai,santafe,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,7.0,1125
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,707
honda,civic,2019,Xe đã dùng,55000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,619
ford,ranger,2017,Xe đã dùng,90000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,3.2,5.0,555
ford,territory,2023,Xe đã dùng,14000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,860
toyota,fortuner,2017,Xe đã dùng,120000.0,Nhập khẩu,SUV /Crossover,Số tay,Dầu,2.4,7.0,680
toyota,fortuner,2017,Xe đã dùng,120000.0,Nhập khẩu,SUV /Crossover,Số tay,Dầu,2.4,7.0,670
hyundai,elantra,2021,Xe đã dùng,38000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,579
mercedes benz,glc,2022,Xe đã dùng,6000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,2178
honda,city,2019,Xe đã dùng,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,455
landrover,rangerover,2019,Xe đã dùng,33000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,4.0,6900
honda,city,2022,Xe đã dùng,18000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,515
honda,crv,2022,Xe đã dùng,35000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,7.0,899
suzuki,xl7,2022,Xe đã dùng,20000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,549
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tay,Dầu,2.0,5.0,659
kia,cerato,2020,Xe đã dùng,0.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,539
toyota,camry,2009,Xe đã dùng,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,386
mg,5,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,588
vinfast,vf6,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Điện,0.0,5.0,756
mercedes benz,glc,2022,Xe đã dùng,7100.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1789
mercedes benz,glc,2021,Xe đã dùng,22000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1479
mazda,3,2019,Xe đã dùng,56000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,499
hyundai,tucson,2021,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,660
lexus,es,2020,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,1999
kia,cerato,2016,Xe đã dùng,73000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,420
peugeot,3008,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.6,5.0,1049
suzuki,xl7,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,599
mini,cooper,2017,Xe đã dùng,30000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,2.0,5.0,1199
lexus,gx,2013,Xe đã dùng,70000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,4.6,7.0,1950
toyota,vios,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,518
toyota,innova,2019,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,559
mitsubishi,xpandercross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,615
peugeot,5008,2020,Xe đã dùng,40000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.6,7.0,820
mazda,cx5,2018,Xe đã dùng,65000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,5.0,635
volkswagen,teramont,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,2099
mercedes benz,cclass,2021,Xe đã dùng,13500.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,1399
toyota,camry,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,1185
hyundai,accent,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,516
mazda,cx5,2013,Xe đã dùng,120.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,415
mitsubishi,triton,2011,Xe đã dùng,222222.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.5,5.0,248
lincoln,navigator,2020,Xe đã dùng,25000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,7.0,7000
isuzu,mux,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,1.9,7.0,880
mercedes benz,maybach,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,4.0,8666
honda,hrv,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,660
mercedes benz,cclass,2022,Xe đã dùng,2300.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,1450
ford,everest,2021,Xe đã dùng,25000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,1059
mitsubishi,triton,2023,Xe mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.4,5.0,650
toyota,prado,2015,Xe đã dùng,14000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.7,7.0,1090
toyota,corollaaltis,2009,Xe đã dùng,142000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,330
landrover,rangerover,2021,Xe đã dùng,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,4.0,8990
kia,soluto,2019,Xe đã dùng,23286.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,360
honda,city,2022,Xe đã dùng,40000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,495
peugeot,3008,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.6,5.0,1129
toyota,yariscross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,660
ford,territory,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,747
audi,q2,2018,Xe đã dùng,39000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.4,5.0,968
mercedes benz,maybach,2020,Xe đã dùng,30571.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,4099
mercedes benz,maybach,2020,Xe đã dùng,20000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,5800
hyundai,santafe,2014,Xe đã dùng,74000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.4,7.0,569
toyota,innova,2017,Xe đã dùng,74000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,468
mercedes benz,eclass,2022,Xe đã dùng,19.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,2799
toyota,corollacross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,860
lexus,rx,2021,Xe đã dùng,16000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,7.0,3360
kia,rondo,2020,Xe đã dùng,22000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,7.0,445
bmw,z4,2020,Xe đã dùng,15000.0,Nhập khẩu,Convertible,Số tự động,Xăng,2.0,2.0,2480
toyota,innova,2014,Xe đã dùng,84000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,8.0,399
toyota,fortuner,2008,Xe đã dùng,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.5,7.0,450
subaru,forester,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,969
toyota,vios,2013,Xe đã dùng,106766.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,329
mercedes benz,eclass,2016,Xe đã dùng,47000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,1190
hyundai,accent,2020,Xe đã dùng,28000.0,Trong nước,Sedan,Số tay,Xăng,1.4,5.0,329
kia,seltos,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.4,5.0,710
kia,morning,2020,Xe đã dùng,0.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,329
volkswagen,virtus,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.0,5.0,949
audi,a8,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,6000
hyundai,kona,2020,Xe đã dùng,40000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.6,5.0,555
hyundai,tucson,2021,Xe đã dùng,9999.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,775
toyota,fortuner,2019,Xe đã dùng,110000.0,Trong nước,SUV /Crossover,Số tay,Dầu,2.4,7.0,810
mazda,3,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,674
vinfast,vf,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Điện,0.0,5.0,640
mercedes benz,glc,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,2250
kia,cadenza,2015,Xe đã dùng,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.3,5.0,567
lexus,lx,2008,Xe đã dùng,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,5.7,7.0,1450
toyota,fortuner,2014,Xe đã dùng,12.0,Trong nước,SUV /Crossover,Số tay,Dầu,2.5,7.0,525
mazda,cx8,2020,Xe đã dùng,59000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,7.0,785
ford,ranger,2021,Xe đã dùng,52000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,719
ford,ranger,2016,Xe đã dùng,120000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,3.2,5.0,559
mg,5,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,512
honda,civic,2019,Xe đã dùng,55000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,615
vinfast,luxsa,2021,Xe đã dùng,20000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,835
lexus,rx,2022,Xe đã dùng,8000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,3069
ford,ecosport,2016,Xe đã dùng,55000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,365
ford,territory,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,909
mazda,3,2017,Xe đã dùng,60000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,430
honda,hrv,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,669
hyundai,i10,2023,Xe mới,0.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,416
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,677
vinfast,luxa,2019,Xe đã dùng,100000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,570
nissan,navara,2018,Xe đã dùng,80000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,445
kia,sedona,2018,Xe đã dùng,100000.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,7.0,750
toyota,fortuner,2022,Xe đã dùng,0.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.8,7.0,1220
mazda,3,2017,Xe đã dùng,69000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,450
toyota,vios,2022,Xe đã dùng,36000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,500
mercedes benz,eclass,2017,Xe đã dùng,0.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,999
mitsubishi,xpandercross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,698
mitsubishi,attrage,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.2,5.0,465
hyundai,accent,2022,Xe đã dùng,4800.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,490
mitsubishi,outlander,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,825
toyota,innova,2022,Xe đã dùng,2000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,730
mercedes benz,glc,2021,Xe đã dùng,14000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1859
mg,zs,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,548
mg,rx5,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,829
vinfast,vf8,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Điện,0.0,5.0,1090
