Hãng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Số chỗ ngồi,Giá xe (triệu)
Toyota,2012,Xe đã dùng,67891,Nhập khẩu,Hatchback,Số tự động,Xăng,5,328
Mercedes Benz,2015,Xe đã dùng,80000,Nhập khẩu,SUV,Số tự động,Xăng,7,1399
Lexus,2020,Xe đã dùng,52000,Nhập khẩu,Sedan,Số tự động,Xăng,5,1999
Ford,2021,Xe đã dùng,48000,Nhập khẩu,SUV,Số tự động,Dầu,7,945
Toyota,2021,Xe đã dùng,30000,Nhập khẩu,SUV,Số tự động,Xăng,5,755
Lexus,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,8500
Mercedes Benz,2023,Xe đã dùng,3000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2719
Ford,2012,Xe đã dùng,10000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,280
Hyundai,2023,Xe mới,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,555
Honda,2023,Xe đã dùng,24000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,545
Mitsubishi,2013,Xe đã dùng,82000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,420
Toyota,2019,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,445
Honda,2021,Xe đã dùng,39000,Nhập khẩu,Crossover,Số tự động,Xăng,5,648
LandRover,2015,Xe đã dùng,33000,Nhập khẩu,SUV,Số tự động,Xăng,4,4450
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2628
Porsche,2019,Xe đã dùng,31000,Nhập khẩu,SUV,Số tự động,Xăng,5,3900
Rolls,2022,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,4,63500
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,4297
Ford,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,879
Mercedes Benz,2020,Xe đã dùng,14000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1239
Hyundai,2022,Xe đã dùng,4300,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,945
Ford,2006,Xe đã dùng,181113,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,135
Suzuki,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Hybrid,7,608
Honda,2010,Xe đã dùng,110000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,355
Lexus,2016,Xe đã dùng,11000,Nhập khẩu,SUV,Số tự động,Xăng,7,4500
Kia,2019,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,652
Toyota,2020,Xe đã dùng,2200,Lắp ráp trong nước,SUV,Số tay,Dầu,7,828
Toyota,2020,Xe đã dùng,56000,Nhập khẩu,SUV,Số tự động,Xăng,7,555
Mercedes Benz,2013,Xe đã dùng,81213,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,560
Toyota,2019,Xe đã dùng,34787,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,530
Mazda,2019,Xe đã dùng,34000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,505
Honda,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,830
BMW,2014,Xe đã dùng,85000,Nhập khẩu,Sedan,Số tự động,Xăng,5,950
Lexus,2021,Xe đã dùng,20000,Nhập khẩu,SUV,Số tự động,Xăng,5,3290
Mercedes Benz,2018,Xe đã dùng,50000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,999
MG,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,488
Porsche,2021,Xe đã dùng,14481,Nhập khẩu,SUV,Số tự động,Xăng,5,3150
Mercedes Benz,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2250
LandRover,2014,Xe đã dùng,35727,Nhập khẩu,SUV,Số tự động,Xăng,5,2450
Mercedes Benz,2019,Xe đã dùng,30000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2699
Kia,2018,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tay,Xăng,7,410
Toyota,2022,Xe đã dùng,13000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,497
Ford,2019,Xe đã dùng,39000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,428
Toyota,2007,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,255
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,799
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,710
Mercedes Benz,2015,Xe đã dùng,48270,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,695
Mercedes Benz,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1849
Isuzu,2015,Xe đã dùng,68000,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,5,280
Rolls,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,4,22600
Ford,2016,Xe đã dùng,150000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,530
Mitsubishi,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,595
Mazda,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,619
Mercedes Benz,2018,Xe đã dùng,20000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1250
Mazda,2022,Xe đã dùng,7000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,799
Hyundai,2018,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,483
Toyota,2009,Xe đã dùng,160000,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,5,290
Kia,2016,Xe đã dùng,80000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,385
Mitsubishi,2005,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tay,Xăng,8,105
Kia,2021,Xe đã dùng,26000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,610
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1423
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2099
Mercedes Benz,2018,Xe đã dùng,29000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1209
Toyota,2008,Xe đã dùng,101000,Nhập khẩu,SUV,Số tự động,Xăng,7,460
Mazda,2016,Xe đã dùng,46000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,450
Mercedes Benz,2021,Xe đã dùng,15000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1819
Ford,2021,Xe đã dùng,30000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,565
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,4,17500
Hyundai,2022,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,569
Toyota,2019,Xe đã dùng,58000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,430
Lexus,2022,Xe đã dùng,10000,Nhập khẩu,Sedan,Số tự động,Hybrid,5,2990
Mitsubishi,2018,Xe đã dùng,90000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,555
Ford,2020,Xe đã dùng,35000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,479
Mazda,2018,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,470
Toyota,2020,Xe đã dùng,38000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,440
Mitsubishi,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,650
VinFast,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Điện,5,710
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,677
Hyundai,2022,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,722
Kia,2022,Xe đã dùng,2000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,585
Toyota,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,1220
Mercedes Benz,2021,Xe đã dùng,33000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2199
LandRover,2020,Xe đã dùng,27000,Nhập khẩu,SUV,Số tự động,Xăng,4,8990
Mazda,2019,Xe đã dùng,26000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,495
Mercedes Benz,2021,Xe đã dùng,24000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1499
Honda,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,569
Hyundai,2023,Xe mới,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,533
Kia,2016,Xe đã dùng,140000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,390
BMW,2018,Xe đã dùng,51000,Nhập khẩu,Sedan,Số tự động,Xăng,5,1279
Nissan,2018,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,599
Suzuki,2021,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,7,499
LandRover,2015,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,4,3450
Mercedes Benz,2016,Xe đã dùng,80000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,999
Toyota,2010,Xe đã dùng,100000,Nhập khẩu,Sedan,Số tự động,Xăng,5,455
Kia,2016,Xe đã dùng,0,Lắp ráp trong nước,Hatchback,Số tay,Xăng,5,195
BMW,2015,Xe đã dùng,60000,Nhập khẩu,Sedan,Số tự động,Xăng,5,939
Hyundai,2015,Xe đã dùng,10000,Nhập khẩu,Van/Minivan,Số tay,Dầu,6,480
LandRover,2014,Xe đã dùng,50000,Nhập khẩu,SUV,Số tự động,Xăng,4,2800
Chevrolet,2019,Xe đã dùng,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,430
Hyundai,2020,Xe đã dùng,28000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,435
Mercedes Benz,2019,Xe đã dùng,22000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1239
VinFast,2020,Xe đã dùng,35000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,690
Mercedes Benz,2019,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2790
Suzuki,2022,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Xăng,2,249
Lexus,2015,Xe đã dùng,51000,Nhập khẩu,SUV,Số tự động,Xăng,7,4690
Jaguar,2015,Xe đã dùng,55000,Nhập khẩu,Sedan,Số tự động,Xăng,5,1400
Toyota,2018,Xe đã dùng,60000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,715
Mercedes Benz,2023,Xe đã dùng,20,Nhập khẩu,Sedan,Số tự động,Xăng,5,5489
Toyota,2022,Xe đã dùng,13000,Nhập khẩu,SUV,Số tự động,Xăng,5,810
Lexus,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,3430
Lexus,2021,Xe đã dùng,7000,Nhập khẩu,SUV,Số tự động,Xăng,5,3000
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2628
VinFast,2020,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,538
Toyota,2020,Xe đã dùng,60000,Nhập khẩu,SUV,Số tự động,Xăng,7,2035
Lexus,2008,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,7,970
Ford,2021,Xe đã dùng,40000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,498
Mazda,2020,Xe đã dùng,8000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,539
LandRover,2014,Xe đã dùng,62000,Nhập khẩu,SUV,Số tự động,Xăng,5,1990
Lexus,2014,Xe đã dùng,120000,Nhập khẩu,SUV,Số tự động,Xăng,5,1450
Toyota,2012,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,7,838
Mazda,2018,Xe đã dùng,51000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,450
Mercedes Benz,2019,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,950
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,11800
Toyota,2014,Xe đã dùng,63000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,348
Peugeot,2020,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,731
Toyota,2012,Xe đã dùng,58000,Nhập khẩu,Coupe,Số tự động,Xăng,4,790
Kia,2008,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,115
VinFast,2021,Xe đã dùng,29000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,625
BMW,2023,Xe mới,0,Nhập khẩu,Coupe,Số tự động,Xăng,4,3029
Mercedes Benz,2016,Xe đã dùng,64000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,860
Ford,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,1299
Ford,2019,Xe đã dùng,76000,Nhập khẩu,SUV,Số tự động,Dầu,7,875
Lexus,2018,Xe đã dùng,98000,Nhập khẩu,SUV,Số tự động,Xăng,5,2095
Kia,2020,Xe đã dùng,69000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,945
VinFast,2020,Xe đã dùng,40000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,315
Lexus,2010,Xe đã dùng,100000,Nhập khẩu,SUV,Số tự động,Xăng,7,1380
LandRover,2014,Xe đã dùng,60000,Nhập khẩu,SUV,Số tự động,Xăng,5,1800
Toyota,2008,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,7,370
Mercedes Benz,2021,Xe đã dùng,40233,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1850
Toyota,2018,Xe đã dùng,50000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,465
Kia,2019,Xe đã dùng,41000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,312
Volvo,2020,Xe đã dùng,11111,Nhập khẩu,Sedan,Số tự động,Xăng,5,1578
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,2699
MG,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,495
Kia,2022,Xe đã dùng,30000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,1228
Hyundai,2021,Xe đã dùng,38000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,755
Mercedes Benz,2023,Xe đã dùng,2899,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2638
Mazda,2019,Xe đã dùng,61140,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,510
LandRover,2019,Xe đã dùng,50000,Nhập khẩu,SUV,Số tự động,Xăng,5,2599
Mazda,2020,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,695
Toyota,2016,Xe đã dùng,86000,Nhập khẩu,Van/Minivan,Số tay,Xăng,16,520
Toyota,2022,Xe đã dùng,27000,Nhập khẩu,SUV,Số tự động,Xăng,5,770
Chevrolet,2018,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tay,Xăng,7,385
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,829
Volvo,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,2041
Ford,2017,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,364
Mercedes Benz,2020,Xe đã dùng,43000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1485
Toyota,2008,Xe đã dùng,100000,Nhập khẩu,SUV,Số tự động,Xăng,7,335
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1182
Mercedes Benz,2018,Xe đã dùng,42000,Lắp ráp trong nước,Sedan,Số tự động,Hybrid,5,999
Audi,2020,Xe đã dùng,20000,Nhập khẩu,Sedan,Số tự động,Xăng,5,8489
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,755
Toyota,2019,Xe đã dùng,51873,Nhập khẩu,Sedan,Số tự động,Xăng,5,990
Honda,2018,Xe đã dùng,48000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,415
Subaru,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,819
Toyota,2016,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,420
Kia,2017,Xe đã dùng,50000,Lắp ráp trong nước,Hatchback,Số tay,Xăng,5,255
Bentley,2008,Xe đã dùng,100000,Nhập khẩu,Sedan,Số tự động,Xăng,5,1650
Hyundai,2016,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tay,Xăng,5,225
Ford,2015,Xe đã dùng,100000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,465
Maserati,2018,Xe đã dùng,12686,Nhập khẩu,Sedan,Số tự động,Xăng,5,3990
Honda,2019,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,395
Ford,2019,Xe đã dùng,52000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,450
Ford,2019,Xe đã dùng,59000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,449
Kia,2015,Xe đã dùng,90000,Lắp ráp trong nước,Crossover,Số tay,Xăng,7,239
Ford,2022,Xe đã dùng,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,635
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,677
Toyota,2017,Xe đã dùng,88123,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,425
Mazda,2022,Xe đã dùng,10000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,710
Mercedes Benz,2021,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2199
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,965
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,592
Toyota,2021,Xe đã dùng,37000,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,3850
Kia,2020,Xe đã dùng,39568,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,350
Mitsubishi,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,690
Mitsubishi,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,658
Mercedes Benz,2021,Xe đã dùng,22400,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1599
Volkswagen,2008,Xe đã dùng,78500,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng,4,590
Mitsubishi,2016,Xe đã dùng,88000,Nhập khẩu,SUV,Số tự động,Xăng,5,450
Hyundai,2020,Xe đã dùng,68000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,265
Hyundai,2021,Xe đã dùng,26000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,460
Porsche,2021,Xe đã dùng,25000,Nhập khẩu,Sedan,Số tự động,Xăng,4,5450
Toyota,2017,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,440
Toyota,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,730
Volvo,2021,Xe đã dùng,26000,Nhập khẩu,SUV,Số tự động,Xăng,5,1750
Toyota,2011,Xe đã dùng,130000,Lắp ráp trong nước,SUV,Số tay,Dầu,7,445
VinFast,2021,Xe đã dùng,49000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,770
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1468
Mercedes Benz,2021,Xe đã dùng,14444,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1265
Kia,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,549
Maserati,2018,Xe đã dùng,14000,Nhập khẩu,Sedan,Số tự động,Xăng,5,3650
Toyota,2019,Xe đã dùng,48000,Nhập khẩu,SUV,Số tự động,Xăng,7,539
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,640
Kia,2022,Xe đã dùng,30000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,1228
Hyundai,2022,Xe đã dùng,26000,Nhập khẩu,Crossover,Số tự động,Xăng,5,635
Toyota,2014,Xe đã dùng,122000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,310
Kia,2013,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,355
Kia,2019,Xe đã dùng,40000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,815
Nissan,2017,Xe đã dùng,110000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,455
Mazda,2018,Xe đã dùng,10000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,450
Ford,2022,Xe đã dùng,40000,Nhập khẩu,SUV,Số tự động,Dầu,7,1210
Mazda,2015,Xe đã dùng,98000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,420
Isuzu,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,935
Mercedes Benz,2017,Xe đã dùng,88000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1485
Porsche,2017,Xe đã dùng,80000,Nhập khẩu,SUV,Số tự động,Xăng,5,2680
LandRover,2022,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,4839
Kia,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1184
Toyota,2019,Xe đã dùng,120000,Lắp ráp trong nước,SUV,Số tay,Dầu,7,720
Mitsubishi,2019,Xe đã dùng,21000,Nhập khẩu,Sedan,Số tự động,Xăng,5,330
BMW,2015,Xe đã dùng,67000,Nhập khẩu,Sedan,Số tự động,Xăng,5,835
Hyundai,2022,Xe đã dùng,12000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,579
Suzuki,2015,Xe đã dùng,60000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,305
Hyundai,2021,Xe đã dùng,20000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,768
Ford,2023,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,16,849
Kia,2019,Xe đã dùng,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng,7,879
Honda,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,655
Ford,2018,Xe đã dùng,55000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,638
Mazda,2015,Xe đã dùng,55000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,420
Toyota,2010,Xe đã dùng,100000,Nhập khẩu,SUV,Số tự động,Xăng,7,790
Nissan,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,614
Mercedes Benz,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1849
Toyota,2009,Xe đã dùng,80000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,265
Toyota,2019,Xe đã dùng,58900,Nhập khẩu,SUV,Số tự động,Xăng,7,810
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,547
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1199
Toyota,2011,Xe đã dùng,120000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,399
MG,2022,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,470
Toyota,2013,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,420
Kia,2022,Xe đã dùng,10000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1015
MG,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,495
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2099
Kia,2022,Xe đã dùng,20000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,1350
Ford,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,885
VinFast,2023,Xe mới,0,Lắp ráp trong nước,Hatchback,Số tự động,Điện,5,458
Kia,2018,Xe đã dùng,49000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,445
