Tên xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Dẫn động,Số chỗ ngồi,Giá xe
Xe Ford Everest Titanium 2.0L 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Nâu,Đen,RFD - Dẫn động cầu sau,7 chỗ,1 Tỷ 189 Triệu
Xe Audi A5 Sportback 2.0,2015,Xe đã dùng,"70,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,899 Triệu
Xe MG ZS Luxury 1.5 AT 2WD,2020,Xe đã dùng,"22,000 Km",Nhập khẩu,Crossover,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,436 Triệu
Xe Mercedes Benz Maybach S580 4Matic,2022,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  4.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,4 chỗ,16 Tỷ
Xe Mercedes Benz GLK Class GLK300 4Matic,2009,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng  3.0 L,Đen,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,345 Triệu
Xe Ford Territory Titanium X 1.5 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,831 Triệu
Xe Peugeot 5008 Allure 1.6 AT,2020,Xe đã dùng,"48,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.6 L,Trắng,Đen,FWD - Dẫn động cầu trước,7 chỗ,825 Triệu
Xe Kia Carnival Premium 2.2D,2022,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu  2.2 L,Đỏ,Nâu,FWD - Dẫn động cầu trước,8 chỗ,1 Tỷ 170 Triệu
Xe Toyota Corolla altis 1.8G AT,2015,Xe đã dùng,"79,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.8 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,455 Triệu
Xe Ford Ranger Wildtrak 2.0L 4x4 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Vàng,Đen,4WD - Dẫn động 4 bánh,5 chỗ,869 Triệu
Xe VinFast Lux A 2.0 2.0 AT,2021,Xe đã dùng,"25,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,585 Triệu
Xe Kia Forte EX 1.6 MT,2012,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.6 L,Bạc,Đen,FWD - Dẫn động cầu trước,5 chỗ,250 Triệu
Xe Infiniti QX 80 5.6 AWD,2015,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.6 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,2 Tỷ 380 Triệu
Xe Mercedes Benz C class C200 Exclusive,2020,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Kem,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 190 Triệu
Xe VinFast Fadil 1.4 AT,2020,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.4 L,Xanh,Xám,FWD - Dẫn động cầu trước,5 chỗ,299 Triệu
Xe Lexus RX 350,2019,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  3.5 L,Đỏ,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 200 Triệu
Xe Mitsubishi Triton Athlete 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.4 L,Trắng,Nhiều màu,RFD - Dẫn động cầu sau,5 chỗ,733 Triệu
Xe Mazda CX5 Signature Premium 2.5 AT AWD I-Activ,2022,Xe đã dùng,"29,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Xanh,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,805 Triệu
Xe Kia Sorento GAT 2.4L 2WD,2012,Xe đã dùng,"111,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.4 L,Trắng,Nâu,FWD - Dẫn động cầu trước,7 chỗ,375 Triệu
Xe Mercedes Benz E class E200 Exclusive,2022,Xe đã dùng,19 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Nâu,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 150 Triệu
Xe Hyundai Accent 1.4 AT Đặc Biệt,2021,Xe đã dùng,"19,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.4 L,Đỏ,Kem,FWD - Dẫn động cầu trước,5 chỗ,449 Triệu
Xe Mercedes Benz E class E200,2017,Xe đã dùng,"62,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 90 Triệu
Xe Kia K3 Premium 1.6 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Đỏ,Màu khác,FWD - Dẫn động cầu trước,5 chỗ,649 Triệu
Xe Audi Q5 2.0 AT,2019,Xe đã dùng,"25,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 890 Triệu
Xe Ford Ranger XLS 2.0L 4x2 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Đỏ,Ghi,RFD - Dẫn động cầu sau,5 chỗ,707 Triệu
Xe Toyota Rush 1.5S AT,2018,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Nâu,Đen,RFD - Dẫn động cầu sau,7 chỗ,475 Triệu
Xe Hyundai Tucson 2.0 AT Đặc biệt,2023,Xe mới,Xe mới,Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Đỏ,-,FWD - Dẫn động cầu trước,5 chỗ,814 Triệu
Xe Hyundai Elantra Sport 1.6 AT,2018,Xe đã dùng,"45,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,495 Triệu
Xe Kia K3 Deluxe 1.6 MT,2022,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.6 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,475 Triệu
Xe Audi A6 2.0 TFSI,2014,Xe đã dùng,"50,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,Nâu,FWD - Dẫn động cầu trước,5 chỗ,639 Triệu
Xe Audi A8 L 55 TFSI Quattro,2020,Xe đã dùng,"27,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ 499 Triệu
Xe Nissan X trail 2.0 SL Luxury,2020,Xe đã dùng,"39,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,7 chỗ,685 Triệu
Xe Hyundai Tucson 2.0 AT CRDi,2019,Xe đã dùng,"69,138 Km",Lắp ráp trong nước,Crossover,Số tự động,Dầu  2.0 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,750 Triệu
Xe Toyota Vios 1.5E,2017,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tay,Xăng  1.5 L,Cát,Kem,FWD - Dẫn động cầu trước,5 chỗ,340 Triệu
Xe Toyota Vios G 1.5 CVT,2022,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Bạc,Kem,FWD - Dẫn động cầu trước,5 chỗ,515 Triệu
Xe VinFast Lux SA 2.0 Premium 2.0 AT,2021,Xe đã dùng,"23,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,7 chỗ,850 Triệu
Xe Mercedes Benz S class S450,2021,Xe đã dùng,"11,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,4 Tỷ 199 Triệu
Xe Mercedes Benz GLC 300 4Matic,2022,Xe đã dùng,"6,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Xanh,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 50 Triệu
Xe Chevrolet Spark Van 1.0 AT,2011,Xe đã dùng,"100,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Xăng  1.0 L,Trắng,Nâu,FWD - Dẫn động cầu trước,2 chỗ,115 Triệu
Xe Mercedes Benz C class C300 AMG,2022,Xe đã dùng,"12,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 799 Triệu
Xe Mercedes Benz CLK class ,2009,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,-,-,Đen,Kem,-,0 chỗ,345 Triệu
Xe Ford Ranger XLS 2.2L 4x2 AT,2019,Xe đã dùng,"60,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.2 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,535 Triệu
Xe Volkswagen Touareg Luxury 2.0 TSI,2022,Xe đã dùng,"5,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 999 Triệu
Xe Volkswagen Teramont 2.0 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,2 Tỷ 99 Triệu
Xe Hyundai Accent 1.4 MT,2018,Xe đã dùng,8 Km,Lắp ráp trong nước,Sedan,Số tay,Xăng  1.4 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,350 Triệu
Xe Kia K5 Luxury 2.0 AT,2022,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,720 Triệu
Xe Mercedes Benz E class E200 Exclusive,2022,Xe đã dùng,17 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Nâu,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 250 Triệu
Xe Nissan Terra V 2.5 AT 4WD,2019,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  2.5 L,Trắng,Nâu,4WD - Dẫn động 4 bánh,7 chỗ,690 Triệu
Xe Toyota Fortuner 2.5G,2010,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Số tay,Dầu  2.5 L,Đen,Kem,RFD - Dẫn động cầu sau,7 chỗ,430 Triệu
Xe LandRover Range Rover Sport HSE,2014,Xe đã dùng,"59,668 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 990 Triệu
Xe Toyota Camry 2.5HV,2023,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Hybrid  2.5 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,1 Tỷ 420 Triệu
Xe VinFast Lux A 2.0 2.0 AT,2021,Xe đã dùng,"59,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đỏ,Nâu,RFD - Dẫn động cầu sau,5 chỗ,575 Triệu
Xe Mercedes Benz C class C250,2013,Xe đã dùng,"1,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.8 L,Xanh,Kem,RFD - Dẫn động cầu sau,5 chỗ,390 Triệu
Xe Hyundai i10 Grand 1.2 AT,2019,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.25 L,Đỏ,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,338 Triệu
Xe Hyundai Solati Limousine,2023,Xe mới,Xe mới,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu  2.5 L,Đen,Nhiều màu,RFD - Dẫn động cầu sau,10 chỗ,1 Tỷ 499 Triệu
Xe Kia Morning Si MT,2016,Xe đã dùng,6 Km,Lắp ráp trong nước,Hatchback,Số tay,Xăng  1.25 L,Bạc,Ghi,FWD - Dẫn động cầu trước,5 chỗ,218 Triệu
Xe Kia Seltos Luxury 1.4 AT,2022,Xe đã dùng,"11,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.4 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,615 Triệu
Xe Mercedes Benz S class S450L Luxury,2020,Xe đã dùng,"13,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  3.0 L,Trắng,Nâu,RFD - Dẫn động cầu sau,5 chỗ,3 Tỷ 188 Triệu
Xe Peugeot 2008 GT Line 1.2 AT,2022,Xe đã dùng,"13,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.2 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,729 Triệu
Xe Lexus RX 350 AWD,2014,Xe đã dùng,"62,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.5 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 480 Triệu
Xe BMW 3 Series 320i,2019,Xe đã dùng,0 Km,Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,Kem,RFD - Dẫn động cầu sau,5 chỗ,879 Triệu
Xe Kia Sonet Premium 1.5 AT,2022,Xe đã dùng,"16,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,575 Triệu
Xe Honda City 1.5 AT,2014,Xe đã dùng,"86,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,315 Triệu
Xe Mercedes Benz C class C300 AMG,2019,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Xám,Đỏ,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 139 Triệu
Xe Hyundai Avante 1.6 AT,2012,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,295 Triệu
Xe Haval H6 HEV,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Hybrid  1.5 L,Đỏ,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,852 Triệu
Xe BMW X3 xDrive30i M Sport,2019,Xe đã dùng,"20,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 639 Triệu
Xe Ford Focus Titanium 2.0 AT,2012,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Ghi,Kem,FWD - Dẫn động cầu trước,5 chỗ,295 Triệu
Xe Kia Sorento GAT,2017,Xe đã dùng,"78,978 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.4 L,Trắng,Nâu,FWD - Dẫn động cầu trước,7 chỗ,520 Triệu
Xe Hyundai Tucson 1.6 AT Turbo,2019,Xe đã dùng,"36,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.6 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,695 Triệu
Xe Chevrolet Captiva LT Maxx 2.4 MT,2009,Xe đã dùng,"123,456 Km",Lắp ráp trong nước,SUV,Số tay,Xăng  2.4 L,Bạc,Kem,FWD - Dẫn động cầu trước,7 chỗ,205 Triệu
Xe Hyundai Kona 1.6 Turbo,2019,Xe đã dùng,0 Km,Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.6 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,550 Triệu
Xe Mazda 2 Luxury,2019,Xe đã dùng,"32,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,420 Triệu
Xe Nissan Navara EL Premium Z,2019,Xe đã dùng,"60,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.5 L,Cam,Nâu,RFD - Dẫn động cầu sau,5 chỗ,479 Triệu
Xe Kia Sorento DATH,2017,Xe đã dùng,"55,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Xanh,Kem,FWD - Dẫn động cầu trước,7 chỗ,618 Triệu
Xe Mercedes Benz GLC 300 4Matic,2019,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 489 Triệu
Xe Mitsubishi Attrage 1.2 CVT,2020,Xe đã dùng,"56,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  1.2 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,365 Triệu
Xe Kia Cerato 2.0 AT Premium,2019,Xe đã dùng,"48,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,488 Triệu
Xe Suzuki Swift GLX 1.2 AT,2019,Xe đã dùng,"52,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.2 L,Đỏ,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,425 Triệu
Xe Ford Ranger XLS 2.2L 4x2 AT,2015,Xe đã dùng,"90,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.2 L,Xanh,Đen,RFD - Dẫn động cầu sau,5 chỗ,435 Triệu
Xe Toyota Yaris 1.5G,2019,Xe đã dùng,"47,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.5 L,Xanh,Kem,FWD - Dẫn động cầu trước,5 chỗ,495 Triệu
Xe Toyota Vios 1.5E CVT,2018,Xe đã dùng,"72,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Vàng,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,399 Triệu
Xe Daewoo GentraX SX 1.2 AT,2010,Xe đã dùng,0 Km,Nhập khẩu,Hatchback,Số tự động,Xăng  1.2 L,Bạc,Đen,FWD - Dẫn động cầu trước,5 chỗ,185 Triệu
Xe VinFast Fadil 1.4 AT,2021,Xe đã dùng,"13,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.4 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,299 Triệu
Xe Toyota Fortuner 2.7V 4x2 AT,2018,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Đen,Nâu,RFD - Dẫn động cầu sau,7 chỗ,770 Triệu
Xe Hyundai SantaFe Cao cấp 2.2L HTRAC,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Đen,Đỏ,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 182 Triệu
Xe Toyota Innova 2.0E,2013,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,Crossover,Số tay,Xăng  2.0 L,Bạc,Kem,RFD - Dẫn động cầu sau,8 chỗ,309 Triệu
Xe BMW 5 Series 530i M Sport,2021,Xe đã dùng,"9,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Trắng,Xám,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 500 Triệu
Xe LandRover Range Rover HSE 3.0,2014,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Đen,Vàng,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 550 Triệu
Xe Toyota Prado VX 2.7L,2023,Xe đã dùng,"2,800 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Trắng,Kem,4WD - Dẫn động 4 bánh,7 chỗ,2 Tỷ 850 Triệu
Xe Mazda CX5 Deluxe 2.0 AT,2022,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,705 Triệu
Xe Hyundai Accent 1.4 ATH,2020,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.4 L,Trắng,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,440 Triệu
Xe Ford Focus S 2.0 AT,2013,Xe đã dùng,"72,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  2.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,313 Triệu
Xe Porsche Cayenne Turbo,2010,Xe đã dùng,"78,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  4.8 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 450 Triệu
Xe Kia Morning Si AT,2016,Xe đã dùng,"71,123 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.25 L,Cát,Ghi,FWD - Dẫn động cầu trước,5 chỗ,265 Triệu
Xe Toyota Fortuner 2.4G 4x2 MT,2020,Xe đã dùng,"46,600 Km",Lắp ráp trong nước,SUV,Số tay,Dầu  2.4 L,Trắng,Đen,RFD - Dẫn động cầu sau,7 chỗ,850 Triệu
Xe Kia Soluto 1.4 MT Deluxe,2022,Xe đã dùng,"11,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.4 L,Đỏ,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,355 Triệu
Xe Kia Soluto 1.4 AT Luxury,2020,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.4 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,395 Triệu
Xe Lexus LS 400,1998,Xe đã dùng,"500,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  4.0 L,Đen,Cát,RFD - Dẫn động cầu sau,5 chỗ,420 Triệu
Xe Kia Seltos Deluxe 1.4 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.4 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,599 Triệu
Xe Ford Ranger XLT 2.2L 4x4 AT,2018,Xe đã dùng,"96,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.2 L,Cát,Nhiều màu,4WD - Dẫn động 4 bánh,5 chỗ,535 Triệu
Xe Toyota Prado VX 2.7L,2018,Xe đã dùng,"55,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Trắng,Kem,4WD - Dẫn động 4 bánh,7 chỗ,1 Tỷ 850 Triệu
Xe Ford Mondeo 2.5 AT,2004,Xe đã dùng,185 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.5 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,115 Triệu
Xe Mercedes Benz C class C180 AMG,2020,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Xám,Kem,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 39 Triệu
Xe Ford Everest Sport 2.0L 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Xanh,Đen,RFD - Dẫn động cầu sau,7 chỗ,1 Tỷ 178 Triệu
Xe Toyota Camry 2.5Q,2021,Xe đã dùng,"26,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,1 Tỷ 20 Triệu
Xe Mercedes Benz GLC 200 4Matic,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 199 Triệu
Xe Mercedes Benz E class E200 Exclusive,2022,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 540 Triệu
Xe Honda City L 1.5 AT,2022,Xe đã dùng,"19,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,489 Triệu
Xe Hyundai Accent 1.4 MT Tiêu Chuẩn,2023,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tay,Xăng  1.4 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,405 Triệu
Xe Toyota 4 Runner SR5,2012,Xe đã dùng,"70,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  4.0 L,Đỏ,Kem,4WD - Dẫn động 4 bánh,7 chỗ,1 Tỷ 190 Triệu
Xe Toyota Corolla Cross 1.8HV,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Hybrid  1.8 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,955 Triệu
Xe Mitsubishi Outlander 2.0 CVT,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,Đen,FWD - Dẫn động cầu trước,7 chỗ,756 Triệu
Xe Kia Cerato 2.0 AT Premium,2019,Xe đã dùng,"48,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,499 Triệu
Xe Ford Everest Titanium 2.0L 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Bạc,Đen,RFD - Dẫn động cầu sau,7 chỗ,1 Tỷ 240 Triệu
Xe Mercedes Benz Maybach S400,2016,Xe đã dùng,"29,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Đỏ,Kem,RFD - Dẫn động cầu sau,5 chỗ,3 Tỷ 150 Triệu
Xe Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt,2023,Xe mới,Xe mới,Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.6 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,889 Triệu
Xe Toyota Land Cruiser GX 4.5,2001,Xe đã dùng,1 Km,Nhập khẩu,SUV,Số tay,Xăng  4.5 L,Xanh,Nâu,4WD - Dẫn động 4 bánh,8 chỗ,199 Triệu
Xe Audi Q7 3.6 AT,2008,Xe đã dùng,"87,600 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.6 L,Xanh,Kem,AWD - 4 bánh toàn thời gian,7 chỗ,410 Triệu
Xe Mazda 3 1.5 AT,2017,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,435 Triệu
Xe Mitsubishi Outlander Premium 2.0 CVT,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,Đen,FWD - Dẫn động cầu trước,7 chỗ,850 Triệu
